sampleId,year,cruise,trip,station,fishingtime,gearQuality,latPosStartDec,lonPosStartDec,latPosEndDec,lonPosEndDec,latPosStartText,lonPosStartText,latPosEndText,lonPosEndText,distancepositions,dfuarea,db_square,sq_mark,square,datestart,timestart,dateend,timeend,new_position,Area,gear
91815,2010,R500,1,23,10,V,54.852666,1.430666,54.846666,1.436666,54.51.16   N,001.25.84   E,54.50.80   N,001.26.20   E,0.415,4B,38F1,Ens,38F1,24/11/2010,02:17,24/11/2010,02:27,3861.14,1,DK2
91833,2010,R500,1,40,10,V,54.541333,1.574166,54.535833,1.5685,54.32.48   N,001.34.45   E,54.32.15   N,001.34.11   E,0.384,4B,38F1,Ens,38F1,24/11/2010,22:19,24/11/2010,22:29,3861.22,1,DK2
82427,2008,L151,1,15,0,V,54.849,1.433333,54.849,1.433333,54.50.94   N,001.26.00   E,54.50.94   N,001.26.00   E,0,4B,38F1,Ens,38F1,07/12/2008,20:55,07/12/2008,20:55,3861.14,1,VVNY
91822,2010,R500,1,30,10,V,54.5695,1.268333,54.566666,1.26,54.34.17   N,001.16.10   E,54.34.00   N,001.15.60   E,0.336,4B,38F1,Ens,38F1,24/11/2010,18:17,24/11/2010,18:27,3861.19,1,DK2
82428,2008,L151,1,16,10,V,54.846666,1.437666,54.851166,1.429333,54.50.80   N,001.26.26   E,54.51.07   N,001.25.76   E,0.394,4B,38F1,Ens,38F1,07/12/2008,21:04,07/12/2008,21:14,3861.14,1,DK1
87066,2009,R500,1,32,10,V,54.566666,1.260166,54.5675,1.2715,54.34.00   N,001.15.61   E,54.34.05   N,001.16.29   E,0.397,4B,38F1,Ens,38F1,27/11/2009,00:15,27/11/2009,00:25,3861.19,1,DK2
91834,2010,R500,1,41,10,V,54.544166,1.619666,54.548333,1.627666,54.32.65   N,001.37.18   E,54.32.90   N,001.37.66   E,0.374,4B,38F1,Ens,38F1,24/11/2010,22:51,24/11/2010,23:01,3861.23,1,DK2
87125,2009,R500,1,76,10,V,54.9885,1.853833,54.988,1.8425,54.59.31   N,001.51.23   E,54.59.28   N,001.50.55   E,0.391,4B,38F1,Ens,38F1,28/11/2009,06:02,28/11/2009,06:12,3861.32,1,DK2
87128,2009,R500,1,79,10,V,54.849666,1.438666,54.848166,1.428166,54.50.98   N,001.26.32   E,54.50.89   N,001.25.69   E,0.373,4B,38F1,Ens,38F1,28/11/2009,16:38,28/11/2009,16:48,3861.14,1,DK2
82484,2008,L151,1,65,10,V,54.540833,1.568333,54.536,1.573833,54.32.45   N,001.34.10   E,54.32.16   N,001.34.43   E,0.347,4B,38F1,Ens,38F1,09/12/2008,22:56,09/12/2008,23:06,3861.22,1,DK1
82487,2008,L151,1,68,10,V,54.546,1.629166,54.5465,1.618333,54.32.76   N,001.37.75   E,54.32.79   N,001.37.10   E,0.378,4B,38F1,Ens,38F1,09/12/2008,23:44,09/12/2008,23:54,3861.23,1,DK1
82485,2008,L151,1,66,0,V,54.545,1.6225,54.545,1.6225,54.32.70   N,001.37.35   E,54.32.70   N,001.37.35   E,0,4B,38F1,Ens,38F1,09/12/2008,23:21,09/12/2008,23:21,3861.23,1,VVNY
82483,2008,L151,1,64,10,V,54.537833,1.5775,54.538666,1.5675,54.32.27   N,001.34.65   E,54.32.32   N,001.34.05   E,0.351,4B,38F1,Ens,38F1,09/12/2008,22:40,09/12/2008,22:50,3861.22,1,DK1
82481,2008,L151,1,62,0,V,54.5365,1.568333,54.5365,1.568333,54.32.19   N,001.34.10   E,54.32.19   N,001.34.10   E,0,4B,38F1,Ens,38F1,09/12/2008,22:17,09/12/2008,22:17,3861.22,1,VVNY
82477,2008,L151,1,60,10,V,54.565833,1.268666,54.569666,1.2595,54.33.95   N,001.16.12   E,54.34.18   N,001.15.57   E,0.393,4B,38F1,Ens,38F1,09/12/2008,19:52,09/12/2008,20:02,3861.19,1,DK1
82475,2008,L151,1,59,10,V,54.566333,1.2595,54.568833,1.268833,54.33.98   N,001.15.57   E,54.34.13   N,001.16.13   E,0.357,4B,38F1,Ens,38F1,09/12/2008,19:35,09/12/2008,19:45,3861.19,1,DK1
82474,2008,L151,1,58,0,V,54.567166,1.265833,54.567166,1.265833,54.34.03   N,001.15.95   E,54.34.03   N,001.15.95   E,0,4B,38F1,Ens,38F1,09/12/2008,19:27,09/12/2008,19:27,3861.19,1,VVNY
82470,2008,L151,1,54,0,V,54.6655,1.1145,54.6655,1.1145,54.39.93   N,001.06.87   E,54.39.93   N,001.06.87   E,0,4B,38F1,Ens,38F1,09/12/2008,17:36,09/12/2008,17:36,3861.02,1,VVNY
82421,2008,L151,1,9,10,V,54.985666,1.852833,54.988833,1.845166,54.59.14   N,001.51.17   E,54.59.33   N,001.50.71   E,0.325,4B,38F1,Ens,38F1,07/12/2008,17:12,07/12/2008,17:22,3861.32,1,DK1
91942,2010,R500,1,70,0,V,54.638,1.659333,54.638,1.659333,54.38.28   N,001.39.56   E,54.38.28   N,001.39.56   E,0,4B,38F1,Ens,38F1,26/11/2010,18:00,26/11/2010,18:00,3861.35,1,DK1
87069,2009,R500,1,35,10,V,54.540833,1.5745,54.536,1.569166,54.32.45   N,001.34.47   E,54.32.16   N,001.34.15   E,0.344,4B,38F1,Ens,38F1,27/11/2009,02:06,27/11/2009,02:16,3861.22,1,DK2
87070,2009,R500,1,36,10,V,54.537833,1.568,54.5385,1.5775,54.32.27   N,001.34.08   E,54.32.31   N,001.34.65   E,0.333,4B,38F1,Ens,38F1,27/11/2009,02:19,27/11/2009,02:29,3861.22,1,DK2
87068,2009,R500,1,34,10,V,54.536,1.575,54.540333,1.5685,54.32.16   N,001.34.50   E,54.32.42   N,001.34.11   E,0.344,4B,38F1,Ens,38F1,27/11/2009,01:48,27/11/2009,01:58,3861.22,1,DK2
87064,2009,R500,1,30,10,V,54.564666,1.268333,54.569333,1.261166,54.33.88   N,001.16.10   E,54.34.16   N,001.15.67   E,0.375,4B,38F1,Ens,38F1,26/11/2009,23:38,26/11/2009,23:48,3861.19,1,DK2
91940,2010,R500,1,68,0,V,54.638333,1.662166,54.638333,1.662166,54.38.30   N,001.39.73   E,54.38.30   N,001.39.73   E,0,4B,38F1,Ens,38F1,26/11/2010,18:00,26/11/2010,18:00,3861.35,1,DK1
87073,2009,R500,1,39,10,V,54.546,1.6195,54.545166,1.629833,54.32.76   N,001.37.17   E,54.32.71   N,001.37.79   E,0.363,4B,38F1,Ens,38F1,27/11/2009,03:18,27/11/2009,03:28,3861.23,1,DK2
91945,2010,R500,1,73,10,V,54.580833,1.888,54.576333,1.878,54.34.85   N,001.53.28   E,54.34.58   N,001.52.68   E,0.44,4B,38F1,Ens,38F1,26/11/2010,19:35,26/11/2010,19:45,3861.36,1,DK2
91826,2010,R500,1,33,10,V,54.529666,1.356833,54.528333,1.368666,54.31.78   N,001.21.41   E,54.31.70   N,001.22.12   E,0.419,4B,38F1,Ens,38F1,24/11/2010,19:56,24/11/2010,20:06,3861.34,1,DK2
91829,2010,R500,1,36,0,V,54.529,1.363666,54.529,1.363666,54.31.74   N,001.21.82   E,54.31.74   N,001.21.82   E,0,4B,38F1,Ens,38F1,24/11/2010,20:40,24/11/2010,20:40,3861.34,1,DK1
87065,2009,R500,1,31,10,V,54.569833,1.2675,54.565166,1.261333,54.34.19   N,001.16.05   E,54.33.91   N,001.15.68   E,0.352,4B,38F1,Ens,38F1,26/11/2009,23:57,27/11/2009,00:07,3861.19,1,DK2
91946,2010,R500,1,74,0,V,54.577833,1.879,54.577833,1.879,54.34.67   N,001.52.74   E,54.34.67   N,001.52.74   E,0,4B,38F1,Ens,38F1,26/11/2010,20:00,26/11/2010,20:00,3861.36,1,DK1
91941,2010,R500,1,69,0,V,54.638166,1.660666,54.638166,1.660666,54.38.29   N,001.39.64   E,54.38.29   N,001.39.64   E,0,4B,38F1,Ens,38F1,26/11/2010,18:00,26/11/2010,18:00,3861.35,1,DK1
91831,2010,R500,1,38,10,V,54.539333,1.565666,54.537833,1.576666,54.32.36   N,001.33.94   E,54.32.27   N,001.34.60   E,0.393,4B,38F1,Ens,38F1,24/11/2010,21:43,24/11/2010,21:53,3861.22,1,DK2
91821,2010,R500,1,29,10,V,54.564666,1.268,54.570166,1.261,54.33.88   N,001.16.08   E,54.34.21   N,001.15.66   E,0.41,4B,38F1,Ens,38F1,24/11/2010,17:58,24/11/2010,18:08,3861.19,1,DK2
82471,2008,L151,1,55,10,V,54.663833,1.109666,54.668,1.117833,54.39.83   N,001.06.58   E,54.40.08   N,001.07.07   E,0.378,4B,38F1,Ens,38F1,09/12/2008,17:45,09/12/2008,17:55,3861.02,1,DK1
82472,2008,L151,1,56,10,V,54.6665,1.121166,54.6665,1.110166,54.39.99   N,001.07.27   E,54.39.99   N,001.06.61   E,0.381,4B,38F1,Ens,38F1,09/12/2008,18:03,09/12/2008,18:13,3861.02,1,DK1
91944,2010,R500,1,72,10,V,54.575,1.882333,54.581833,1.884166,54.34.50   N,001.52.94   E,54.34.91   N,001.53.05   E,0.415,4B,38F1,Ens,38F1,26/11/2010,19:16,26/11/2010,19:26,3861.36,1,DK2
91948,2010,R500,1,76,0,V,54.577833,1.877,54.577833,1.877,54.34.67   N,001.52.62   E,54.34.67   N,001.52.62   E,0,4B,38F1,Ens,38F1,26/11/2010,20:00,26/11/2010,20:00,3861.36,1,DK1
82425,2008,L151,1,13,10,V,54.988333,1.844333,54.987666,1.854833,54.59.30   N,001.50.66   E,54.59.26   N,001.51.29   E,0.363,4B,38F1,Ens,38F1,07/12/2008,18:26,07/12/2008,18:36,3861.32,1,DK3
82426,2008,L151,1,14,10,V,54.985333,1.851333,54.989666,1.845166,54.59.12   N,001.51.08   E,54.59.38   N,001.50.71   E,0.335,4B,38F1,Ens,38F1,07/12/2008,18:47,07/12/2008,18:57,3861.32,1,DK3
82424,2008,L151,1,12,10,V,54.989,1.851833,54.9865,1.844666,54.59.34   N,001.51.11   E,54.59.19   N,001.50.68   E,0.288,4B,38F1,Ens,38F1,07/12/2008,18:08,07/12/2008,18:18,3861.32,1,DK2
91800,2010,R500,1,8,10,V,54.841333,1.9975,54.842333,1.986333,54.50.48   N,001.59.85   E,54.50.54   N,001.59.18   E,0.39,4B,38F1,Ens,38F1,23/11/2010,15:20,23/11/2010,15:30,3861.17,1,DK2
91939,2010,R500,1,67,10,V,54.641666,1.667833,54.636,1.661666,54.38.50   N,001.40.07   E,54.38.16   N,001.39.70   E,0.402,4B,38F1,Ens,38F1,26/11/2010,17:11,26/11/2010,17:21,3861.35,1,DK2
91836,2010,R500,1,43,10,V,54.548666,1.620833,54.542833,1.625333,54.32.92   N,001.37.25   E,54.32.57   N,001.37.52   E,0.383,4B,38F1,Ens,38F1,24/11/2010,23:27,24/11/2010,23:37,3861.23,1,DK2
91816,2010,R500,1,24,10,V,54.846333,1.431,54.852,1.4365,54.50.78   N,001.25.86   E,54.51.12   N,001.26.19   E,0.389,4B,38F1,Ens,38F1,24/11/2010,02:37,24/11/2010,02:47,3861.14,1,DK2
87075,2009,R500,1,40,10,V,54.542666,1.625666,54.546666,1.620833,54.32.56   N,001.37.54   E,54.32.80   N,001.37.25   E,0.293,4B,38F1,Ens,38F1,27/11/2009,03:35,27/11/2009,03:45,3861.23,1,DK2
91819,2010,R500,1,27,10,V,54.665333,1.120666,54.667166,1.109666,54.39.92   N,001.07.24   E,54.40.03   N,001.06.58   E,0.397,4B,38F1,Ens,38F1,24/11/2010,16:03,24/11/2010,16:13,3861.02,1,DK2
87111,2009,R500,1,63,0,V,54.841333,1.99,54.841333,1.99,54.50.48   N,001.59.40   E,54.50.48   N,001.59.40   E,0,4B,38F1,Ens,38F1,28/11/2009,02:35,28/11/2009,02:35,3861.34,1,VVNY
87112,2009,R500,1,64,0,V,54.841666,1.991,54.841666,1.991,54.50.50   N,001.59.46   E,54.50.50   N,001.59.46   E,0,4B,38F1,Ens,38F1,28/11/2009,02:38,28/11/2009,02:38,3861.34,1,VVNY
87072,2009,R500,1,38,10,V,54.547333,1.6275,54.543833,1.619833,54.32.84   N,001.37.65   E,54.32.63   N,001.37.19   E,0.339,4B,38F1,Ens,38F1,27/11/2009,02:59,27/11/2009,03:09,3861.23,1,DK2
91943,2010,R500,1,71,10,V,54.580833,1.878,54.575833,1.886333,54.34.85   N,001.52.68   E,54.34.55   N,001.53.18   E,0.417,4B,38F1,Ens,38F1,26/11/2010,18:59,26/11/2010,19:09,3861.36,1,DK2
82473,2008,L151,1,57,10,V,54.669333,1.113,54.664,1.117,54.40.16   N,001.06.78   E,54.39.84   N,001.07.02   E,0.349,4B,38F1,Ens,38F1,09/12/2008,18:21,09/12/2008,18:31,3861.02,1,DK1
91805,2010,R500,1,13,10,V,54.9875,1.842833,54.988666,1.852666,54.59.25   N,001.50.57   E,54.59.32   N,001.51.16   E,0.345,4B,38F1,Ens,38F1,23/11/2010,17:58,23/11/2010,18:08,3861.32,1,DK2
82486,2008,L151,1,67,10,V,54.543,1.6195,54.548,1.624666,54.32.58   N,001.37.17   E,54.32.88   N,001.37.48   E,0.349,4B,38F1,Ens,38F1,09/12/2008,23:28,09/12/2008,23:38,3861.23,1,DK1
82488,2008,L151,1,69,10,V,54.548,1.621833,54.542166,1.624666,54.32.88   N,001.37.31   E,54.32.53   N,001.37.48   E,0.363,4B,38F1,Ens,38F1,10/12/2008,00:00,10/12/2008,00:10,3861.23,1,DK1
91803,2010,R500,1,11,10,V,54.985833,1.851166,54.9915,1.844666,54.59.15   N,001.51.07   E,54.59.49   N,001.50.68   E,0.407,4B,38F1,Ens,38F1,23/11/2010,17:22,23/11/2010,17:32,3861.32,1,DK2
91802,2010,R500,1,10,10,V,54.839166,1.989166,54.844166,1.995333,54.50.35   N,001.59.35   E,54.50.65   N,001.59.72   E,0.368,4B,38F1,Ens,38F1,23/11/2010,15:55,23/11/2010,16:05,3861.17,1,DK2
91801,2010,R500,1,9,10,V,54.845166,1.991166,54.839166,1.994333,54.50.71   N,001.59.47   E,54.50.35   N,001.59.66   E,0.376,4B,38F1,Ens,38F1,23/11/2010,15:37,23/11/2010,15:47,3861.17,1,DK2
91937,2010,R500,1,65,10,V,54.6415,1.656666,54.638166,1.666666,54.38.49   N,001.39.40   E,54.38.29   N,001.40.00   E,0.4,4B,38F1,Ens,38F1,26/11/2010,16:32,26/11/2010,16:42,3861.35,1,DK2
91938,2010,R500,1,66,10,V,54.636,1.664833,54.643666,1.664,54.38.16   N,001.39.89   E,54.38.62   N,001.39.84   E,0.461,4B,38F1,Ens,38F1,26/11/2010,16:53,26/11/2010,17:03,3861.35,1,DK2
82420,2008,L151,1,8,0,V,54.988166,1.848666,54.988166,1.848666,54.59.29   N,001.50.92   E,54.59.29   N,001.50.92   E,0,4B,38F1,Ens,38F1,07/12/2008,17:03,07/12/2008,17:03,3861.32,1,VVNY
82478,2008,L151,1,61,10,V,54.5705,1.2645,54.564666,1.264333,54.34.23   N,001.15.87   E,54.33.88   N,001.15.86   E,0.35,4B,38F1,Ens,38F1,09/12/2008,20:09,09/12/2008,20:19,3861.19,1,DK1
87115,2009,R500,1,67,0,V,54.841666,1.994833,54.841666,1.994833,54.50.50   N,001.59.69   E,54.50.50   N,001.59.69   E,0,4B,38F1,Ens,38F1,28/11/2009,02:45,28/11/2009,02:45,3861.34,1,VVNY
91818,2010,R500,1,26,10,V,54.6635,1.110166,54.667666,1.118166,54.39.81   N,001.06.61   E,54.40.06   N,001.07.09   E,0.373,4B,38F1,Ens,38F1,24/11/2010,15:45,24/11/2010,15:55,3861.02,1,DK2
87114,2009,R500,1,66,0,V,54.841666,1.993333,54.841666,1.993333,54.50.50   N,001.59.60   E,54.50.50   N,001.59.60   E,0,4B,38F1,Ens,38F1,28/11/2009,02:43,28/11/2009,02:43,3861.34,1,VVNY
91820,2010,R500,1,28,10,V,54.668166,1.113833,54.663,1.117333,54.40.09   N,001.06.83   E,54.39.78   N,001.07.04   E,0.333,4B,38F1,Ens,38F1,24/11/2010,16:20,24/11/2010,16:30,3861.02,1,DK2
82429,2008,L151,1,17,10,V,54.852166,1.434,54.846166,1.435666,54.51.13   N,001.26.04   E,54.50.77   N,001.26.14   E,0.364,4B,38F1,Ens,38F1,07/12/2008,21:21,07/12/2008,21:31,3861.14,1,DK1
82482,2008,L151,1,63,10,V,54.536333,1.5665,54.536333,1.575,54.32.18   N,001.33.99   E,54.32.18   N,001.34.50   E,0.296,4B,38F1,Ens,38F1,09/12/2008,22:22,09/12/2008,22:32,3861.22,1,DK1
87071,2009,R500,1,37,0,V,54.545,1.623,54.545,1.623,54.32.70   N,001.37.38   E,54.32.70   N,001.37.38   E,0,4B,38F1,Ens,38F1,27/11/2009,02:50,27/11/2009,02:50,3861.23,1,VVNY
91824,2010,R500,1,31,10,V,54.5665,1.259166,54.567333,1.271,54.33.99   N,001.15.55   E,54.34.04   N,001.16.26   E,0.414,4B,38F1,Ens,38F1,24/11/2010,18:38,24/11/2010,18:48,3861.19,1,DK2
82430,2008,L151,1,18,10,V,54.847333,1.43,54.852,1.436333,54.50.84   N,001.25.80   E,54.51.12   N,001.26.18   E,0.355,4B,38F1,Ens,38F1,07/12/2008,21:36,07/12/2008,21:46,3861.14,1,DK1
91817,2010,R500,1,25,10,V,54.8485,1.439166,54.850333,1.427833,54.50.91   N,001.26.35   E,54.51.02   N,001.25.67   E,0.406,4B,38F1,Ens,38F1,24/11/2010,02:57,24/11/2010,03:07,3861.14,1,DK2
87117,2009,R500,1,69,10,V,54.845666,1.9945,54.8395,1.990833,54.50.74   N,001.59.67   E,54.50.37   N,001.59.45   E,0.391,4B,38F1,Ens,38F1,28/11/2009,03:08,28/11/2009,03:18,3861.34,1,DK2
87118,2009,R500,1,70,10,V,54.8405,1.988333,54.8395,1.990833,54.50.43   N,001.59.30   E,54.50.37   N,001.59.45   E,0.105,4B,38F1,Ens,38F1,28/11/2009,03:26,28/11/2009,03:36,3861.34,1,DK2
87116,2009,R500,1,68,10,V,54.839333,1.995833,54.8445,1.989333,54.50.36   N,001.59.75   E,54.50.67   N,001.59.36   E,0.383,4B,38F1,Ens,38F1,28/11/2009,02:52,28/11/2009,03:02,3861.34,1,DK2
91947,2010,R500,1,75,0,V,54.577833,1.877666,54.577833,1.877666,54.34.67   N,001.52.66   E,54.34.67   N,001.52.66   E,0,4B,38F1,Ens,38F1,26/11/2010,20:00,26/11/2010,20:00,3861.36,1,DK1
87126,2009,R500,1,77,0,V,54.849666,1.435,54.849666,1.435,54.50.98   N,001.26.10   E,54.50.98   N,001.26.10   E,0,4B,38F1,Ens,38F1,28/11/2009,16:12,28/11/2009,16:12,3861.14,1,VVNY
91827,2010,R500,1,34,10,V,54.526166,1.366166,54.531833,1.360833,54.31.57   N,001.21.97   E,54.31.91   N,001.21.65   E,0.387,4B,38F1,Ens,38F1,24/11/2010,20:15,24/11/2010,20:25,3861.34,1,DK2
91825,2010,R500,1,32,10,V,54.531,1.367666,54.527666,1.358166,54.31.86   N,001.22.06   E,54.31.66   N,001.21.49   E,0.386,4B,38F1,Ens,38F1,24/11/2010,19:37,24/11/2010,19:47,3861.34,1,DK2
87105,2009,R500,1,57,0,V,54.581833,2.1515,54.581833,2.1515,54.34.91   N,002.09.09   E,54.34.91   N,002.09.09   E,0,4B,38F2,Ens,38F2,27/11/2009,23:05,27/11/2009,23:05,3862.01,1,VVNY
87104,2009,R500,1,56,0,V,54.582166,2.149833,54.582166,2.149833,54.34.93   N,002.08.99   E,54.34.93   N,002.08.99   E,0,4B,38F2,Ens,38F2,27/11/2009,23:03,27/11/2009,23:03,3862.01,1,VVNY
87101,2009,R500,1,53,0,V,54.582,2.147,54.582,2.147,54.34.92   N,002.08.82   E,54.34.92   N,002.08.82   E,0,4B,38F2,Ens,38F2,27/11/2009,22:56,27/11/2009,22:56,3862.01,1,VVNY
87109,2009,R500,1,61,10,V,54.583166,2.153166,54.583666,2.142833,54.34.99   N,002.09.19   E,54.35.02   N,002.08.57   E,0.36,4B,38F2,Ens,38F2,28/11/2009,00:10,28/11/2009,00:20,3862.01,1,DK2
91951,2010,R500,1,79,10,V,54.582333,2.143166,54.585166,2.154,54.34.94   N,002.08.59   E,54.35.11   N,002.09.24   E,0.413,4B,38F2,Ens,38F2,26/11/2010,22:27,26/11/2010,22:37,3862.01,1,DK2
91950,2010,R500,1,78,10,V,54.586833,2.147,54.580166,2.148833,54.35.21   N,002.08.82   E,54.34.81   N,002.08.93   E,0.405,4B,38F2,Ens,38F2,26/11/2010,22:10,26/11/2010,22:20,3862.01,1,DK2
91949,2010,R500,1,77,10,V,54.582,2.153,54.585833,2.142666,54.34.92   N,002.09.18   E,54.35.15   N,002.08.56   E,0.426,4B,38F2,Ens,38F2,26/11/2010,21:54,26/11/2010,22:04,3862.01,1,DK2
87102,2009,R500,1,54,0,V,54.582166,2.148833,54.582166,2.148833,54.34.93   N,002.08.93   E,54.34.93   N,002.08.93   E,0,4B,38F2,Ens,38F2,27/11/2009,22:58,27/11/2009,22:58,3862.01,1,VVNY
87103,2009,R500,1,55,0,V,54.582166,2.1495,54.582166,2.1495,54.34.93   N,002.08.97   E,54.34.93   N,002.08.97   E,0,4B,38F2,Ens,38F2,27/11/2009,23:00,27/11/2009,23:00,3862.01,1,VVNY
87106,2009,R500,1,58,10,V,54.580833,2.151333,54.586166,2.145833,54.34.85   N,002.09.08   E,54.35.17   N,002.08.75   E,0.373,4B,38F2,Ens,38F2,27/11/2009,23:13,27/11/2009,23:23,3862.01,1,DK2
87108,2009,R500,1,60,10,V,54.5825,2.143666,54.583666,2.153333,54.34.95   N,002.08.62   E,54.35.02   N,002.09.20   E,0.343,4B,38F2,Ens,38F2,27/11/2009,23:52,28/11/2009,00:02,3862.01,1,DK2
87110,2009,R500,1,62,10,V,54.585,2.149166,54.58,2.148333,54.35.10   N,002.08.95   E,54.34.80   N,002.08.90   E,0.301,4B,38F2,Ens,38F2,28/11/2009,00:27,28/11/2009,00:37,3862.01,1,DK2
87107,2009,R500,1,59,10,V,54.586166,2.151833,54.580833,2.144666,54.35.17   N,002.09.11   E,54.34.85   N,002.08.68   E,0.405,4B,38F2,Ens,38F2,27/11/2009,23:34,27/11/2009,23:44,3862.01,1,DK2
92656,2010,L610,1,208,10,V,54.964333,6.933833,54.966,6.920666,54.57.86   N,006.56.03   E,54.57.96   N,006.55.24   E,0.464,4B,38F6,Ens,38F6,07/12/2010,01:58,07/12/2010,02:08,3866.01,2,DK2
92657,2010,L610,1,209,10,V,54.962833,6.9225,55.969,6.9335,54.57.77   N,006.55.35   E,55.58.14   N,006.56.01   E,60.411,4B,38F6,Ens,38F6,07/12/2010,02:16,07/12/2010,02:26,3866.01,2,DK2
92655,2010,L610,1,207,10,V,54.964333,6.933833,54.966,6.920666,54.57.86   N,006.56.03   E,54.57.96   N,006.55.24   E,0.464,4B,38F6,Ens,38F6,07/12/2010,01:40,07/12/2010,01:50,3866.01,2,DK2
92677,2010,L610,1,228,10,V,54.6,7.509166,54.592833,7.4995,54.36.00   N,007.30.55   E,54.35.57   N,007.29.97   E,0.546,4B,38F7,Ens,38F7,07/12/2010,22:29,07/12/2010,22:39,3867.06,2,DK2
92670,2010,L610,1,221,0,V,54.786,7.3035,54.786,7.3035,54.47.16   N,007.18.21   E,54.47.16   N,007.18.21   E,0,4B,38F7,Ens,38F7,07/12/2010,20:00,07/12/2010,20:00,3867.05,2,DK1
92669,2010,L610,1,220,0,V,54.785666,7.302666,54.785666,7.302666,54.47.14   N,007.18.16   E,54.47.14   N,007.18.16   E,0,4B,38F7,Ens,38F7,07/12/2010,20:00,07/12/2010,20:00,3867.05,2,DK1
92668,2010,L610,1,219,0,V,54.7865,7.301666,54.7865,7.301666,54.47.19   N,007.18.10   E,54.47.19   N,007.18.10   E,0,4B,38F7,Ens,38F7,07/12/2010,20:00,07/12/2010,20:00,3867.05,2,DK1
92697,2010,L610,1,247,10,V,54.773166,7.558166,54.7715,7.545833,54.46.39   N,007.33.49   E,54.46.29   N,007.32.75   E,0.438,4B,38F7,Ens,38F7,08/12/2010,18:23,08/12/2010,18:33,3867.07,2,DK2
92662,2010,L610,1,213,0,V,54.877,7.0955,54.877,7.0955,54.52.62   N,007.05.73   E,54.52.62   N,007.05.73   E,0,4B,38F7,Ens,38F7,07/12/2010,17:00,07/12/2010,17:00,3867.01,2,DK1
92701,2010,L610,1,251,0,V,54.7715,7.5515,54.7715,7.5515,54.46.29   N,007.33.09   E,54.46.29   N,007.33.09   E,0,4B,38F7,Ens,38F7,08/12/2010,20:00,08/12/2010,20:00,3867.07,2,DK1
92692,2010,L610,1,242,10,V,54.717333,7.811333,54.726333,7.796833,54.43.04   N,007.48.68   E,54.43.58   N,007.47.81   E,0.738,4B,38F7,Ens,38F7,08/12/2010,16:18,08/12/2010,16:28,3867.1,2,DK2
92690,2010,L610,1,240,10,V,54.731333,7.803166,54.722833,7.8045,54.43.88   N,007.48.19   E,54.43.37   N,007.48.27   E,0.512,4B,38F7,Ens,38F7,08/12/2010,15:48,08/12/2010,15:58,3867.1,2,DK2
92688,2010,L610,1,238,0,V,54.585833,7.993,54.585833,7.993,54.35.15   N,007.59.58   E,54.35.15   N,007.59.58   E,0,4B,38F7,Ens,38F7,08/12/2010,04:00,08/12/2010,04:00,3867.11,2,DK1
92687,2010,L610,1,237,0,V,54.585666,7.9945,54.585666,7.9945,54.35.14   N,007.59.67   E,54.35.14   N,007.59.67   E,0,4B,38F7,Ens,38F7,08/12/2010,04:00,08/12/2010,04:00,3867.11,2,DK1
92686,2010,L610,1,236,10,V,54.5865,7.987166,54.584,8.000666,54.35.19   N,007.59.23   E,54.35.04   N,008.00.04   E,0.493,4B,38F7,Ens,38F7,08/12/2010,03:04,08/12/2010,03:14,3867.11,2,DK2
92680,2010,L610,1,231,0,V,54.596666,7.505333,54.596666,7.505333,54.35.80   N,007.30.32   E,54.35.80   N,007.30.32   E,0,4B,38F7,Ens,38F7,08/12/2010,00:00,08/12/2010,00:00,3867.06,2,DK1
92674,2010,L610,1,225,0,V,54.696166,7.296833,54.696166,7.296833,54.41.77   N,007.17.81   E,54.41.77   N,007.17.81   E,0,4B,38F7,Ens,38F7,07/12/2010,21:00,07/12/2010,21:00,3867.02,2,DK1
92673,2010,L610,1,224,10,V,54.692166,7.300833,54.701166,7.297166,54.41.53   N,007.18.05   E,54.42.07   N,007.17.83   E,0.555,4B,38F7,Ens,38F7,07/12/2010,20:34,07/12/2010,20:44,3867.02,2,DK2
92672,2010,L610,1,223,10,V,54.698,7.2905,54.694666,7.305166,54.41.88   N,007.17.43   E,54.41.68   N,007.18.31   E,0.546,4B,38F7,Ens,38F7,07/12/2010,20:18,07/12/2010,20:28,3867.02,2,DK2
92685,2010,L610,1,235,10,V,54.589166,8.003166,54.584166,7.988666,54.35.35   N,008.00.19   E,54.35.05   N,007.59.32   E,0.587,4B,38F8,Forskellige,38F7,08/12/2010,02:46,08/12/2010,02:56,3867.11,2,DK2
92683,2010,L610,1,234,10,V,54.580333,7.995666,54.589666,7.9965,54.34.82   N,007.59.74   E,54.35.38   N,007.59.79   E,0.561,4B,38F7,Ens,38F7,08/12/2010,02:20,08/12/2010,02:30,3867.11,2,DK2
92695,2010,L610,1,245,0,V,54.726666,7.803333,54.726666,7.803333,54.43.60   N,007.48.20   E,54.43.60   N,007.48.20   E,0,4B,38F7,Ens,38F7,08/12/2010,17:00,08/12/2010,17:00,3867.1,2,DK1
92694,2010,L610,1,244,0,V,54.725833,7.803666,54.725833,7.803666,54.43.55   N,007.48.22   E,54.43.55   N,007.48.22   E,0,4B,38F7,Ens,38F7,08/12/2010,17:00,08/12/2010,17:00,3867.1,2,DK1
